Activity_ID,date,date_iso,label,team_name,athlete_id,athlete_name,activity_name,period_id,period_name,content_type,start_time,end_time,field_time,total_duration,total_distance,meterage_per_minute,total_player_load,peak_player_load,player_load_per_minute,max_vel,max_effort_deceleration,deceleration_per_minute,velocity_band1_total_distance,velocity_band2_total_distance,velocity_band3_total_distance,velocity_band4_total_distance,velocity_band5_total_distance,acceleration_band1_total_effort_count,acceleration_band2_total_effort_count,acceleration_band3_total_effort_count,acceleration_band4_total_effort_count,acceleration_band5_total_effort_count,acceleration_band1_total_distance,acceleration_band2_total_distance,acceleration_band3_total_distance,acceleration_band4_total_distance,acceleration_band5_total_distance,deceleration_band1_total_effort_count,deceleration_band2_total_effort_count,deceleration_band3_total_effort_count,deceleration_band4_total_effort_count,deceleration_band5_total_effort_count,deceleration_band1_total_distance,deceleration_band2_total_distance,deceleration_band3_total_distance,deceleration_band4_total_distance,deceleration_band5_total_distance,metabolic_power_band1_total_distance,metabolic_power_band2_total_distance,metabolic_power_band3_total_distance,metabolic_power_band4_total_distance,metabolic_power_band5_total_distance
589a2d1a-1326-591b-9bb7-8a2ed5431016,13/09/2025,2025-09-13,MD,Hamburger SV,0b6885b4-5bdd-576c-8948-ae3e68c04f79,Yussuf Yurary Poulsen,Match MD,e31f36cc-2601-503b-8676-d3814b021676,Match,match,1757762602.76,1757767335.28,4732.53,4732.53,9355.25,118.61,925.78,7.44,11.74,31.51,-5.79,1.128,2753.68,3028.8,1491.12,1149.58,932.06,43,10,19,13,5,34.4,12.0,30.4,26.0,12.0,12,5,12,23,37,8.4,5.5,18.0,43.7,85.1,4103.97,2012.45,1033.83,447.9,1757.1
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,95ae1904-86c3-52a5-8f2e-d53bbd32162a,Aboubaka Soumahoro,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,597.98,25.41,141.22,6.2,6.0,25.52,-5.181,0.552,272.27,278.88,31.85,5.2,9.78,1,7,1,1,4,0.8,8.4,1.6,2.0,9.6,5,2,1,2,3,3.5,2.2,1.5,3.8,6.9,227.29,346.04,24.32,0.1,0.23
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,fc2486f8-7e33-5f3e-abd8-e4c94c90d416,Albert-Mboyo Sambi Lokonga,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,614.78,26.12,141.22,6.2,6.0,25.58,-5.181,0.51,279.92,286.71,32.74,5.35,10.06,2,2,1,2,1,1.6,2.4,1.6,4.0,2.4,3,2,5,1,1,2.1,2.2,7.5,1.9,2.3,319.76,266.37,15.02,0.1,13.53
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,55b9d027-e3db-51ee-8cd4-17064f8ba15f,Alexander Rössing-Lelesiit,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,627.23,26.65,141.22,6.2,6.0,25.63,-5.181,0.51,285.59,292.52,33.4,5.45,10.26,4,3,2,1,1,3.2,3.6,3.2,2.0,2.4,2,1,5,1,3,1.4,1.1,7.5,1.9,6.9,296.73,296.89,3.82,1.4,28.4
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,8e6dd9d6-6a86-5dc0-b865-7b4fcc1a163b,Bakery Jatta,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,586.87,24.94,141.22,6.2,6.0,25.47,-5.181,0.68,267.21,273.7,31.25,5.1,9.6,1,2,3,5,1,0.8,2.4,4.8,10.0,2.4,4,2,4,6,0,2.8,2.2,6.0,11.4,0.0,323.81,230.75,19.04,6.83,6.45
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,1b93371d-65bb-538f-95b6-5487d58fa88b,Daniel Elfadli,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,628.19,26.69,141.22,6.2,6.0,25.64,-5.181,0.34,286.02,292.97,33.45,5.46,10.28,3,2,1,5,2,2.4,2.4,1.6,10.0,4.8,1,1,6,0,0,0.7,1.1,9.0,0.0,0.0,293.34,288.81,34.54,0.23,11.26
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,ac324a11-03a0-545a-b72d-dd1fafda2231,Daniel Heuer Fernandes,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,590.15,25.07,141.22,6.2,6.0,25.49,-5.181,0.722,268.71,275.23,31.43,5.13,9.66,1,4,3,4,1,0.8,4.8,4.8,8.0,2.4,2,2,6,7,0,1.4,2.2,9.0,13.3,0.0,278.19,251.98,52.35,7.14,0.49
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,cf2dfcfd-a650-5e79-a319-d89d6914d89a,Emir Sahiti,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,622.12,26.43,141.22,6.2,6.0,25.61,-5.181,0.637,283.26,290.14,33.13,5.41,10.18,0,3,3,3,1,0.0,3.6,4.8,6.0,2.4,7,2,1,2,3,4.9,2.2,1.5,3.8,6.9,308.79,294.65,17.86,0.33,0.48
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,8f6ccf12-fd6b-5c26-8ff2-04965141ea7e,Fabio Amado Uri Baldé,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,599.52,25.47,141.22,6.2,6.0,25.52,-5.181,0.34,272.97,279.6,31.93,5.21,9.81,1,2,2,3,2,0.8,2.4,3.2,6.0,4.8,2,1,1,2,2,1.4,1.1,1.5,3.8,4.6,264.27,260.27,52.14,0.0,22.84
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,2f3ec6e8-8ce7-5595-929b-163b72394d2f,Fábio Daniel Ferreira Vieira,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,585.08,24.86,141.22,6.2,6.0,25.47,-5.181,0.892,266.4,272.87,31.16,5.09,9.57,2,2,1,2,0,1.6,2.4,1.6,4.0,0.0,1,9,4,5,2,0.7,9.9,6.0,9.5,4.6,218.81,311.95,53.83,0.45,0.04
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,a294c09f-5493-5391-8768-b73f08ffa947,Giorgi Gocholeishvili,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,601.09,25.54,141.22,6.2,6.0,25.53,-5.181,0.552,273.69,280.33,32.01,5.23,9.83,2,2,6,0,1,1.6,2.4,9.6,0.0,2.4,3,3,4,1,2,2.1,3.3,6.0,1.9,4.6,286.58,253.98,23.67,4.99,31.87
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,a267d7f4-5c76-5812-96f3-e725ae58cba0,Guilherme Magro Pires Ramos,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,666.26,28.31,141.22,6.2,6.0,25.79,-5.181,0.467,303.36,310.73,35.48,5.79,10.9,1,3,2,4,0,0.8,3.6,3.2,8.0,0.0,2,3,4,2,0,1.4,3.3,6.0,3.8,0.0,323.04,312.67,26.13,0.96,3.47
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,90e85a2d-6464-57dd-82b7-99b4704ffad6,Immanuël-Johannes Pherai,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,660.8,28.08,141.22,6.2,6.0,25.77,-5.181,0.595,300.87,308.18,35.19,5.75,10.81,4,1,1,1,2,3.2,1.2,1.6,2.0,4.8,5,4,1,4,0,3.5,4.4,1.5,7.6,0.0,332.88,300.19,26.85,0.0,0.88
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,d2862e37-fae2-564f-b8d2-d69488fde844,Jean-Luc Mamadou Diarra Dompé,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,627.24,26.65,141.22,6.2,6.0,25.63,-5.181,0.382,285.59,292.53,33.4,5.45,10.26,2,1,5,0,0,1.6,1.2,8.0,0.0,0.0,2,1,2,1,3,1.4,1.1,3.0,1.9,6.9,305.54,310.66,6.7,4.31,0.03
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,23779647-72ef-5733-871d-521f3174b515,Jonas Meffert,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,604.03,25.66,141.22,6.2,6.0,25.54,-5.181,0.34,275.02,281.7,32.17,5.25,9.88,2,2,4,2,2,1.6,2.4,6.4,4.0,4.8,1,2,1,1,3,0.7,2.2,1.5,1.9,6.9,282.71,288.15,24.2,4.63,4.34
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,1e9105f0-9d60-56d6-adc1-48e03b1e3905,Jordan Torunarigha,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,522.38,22.2,141.22,6.2,6.0,25.22,-5.181,0.722,237.85,243.62,27.82,4.54,8.55,1,3,3,4,3,0.8,3.6,4.8,8.0,7.2,4,9,1,3,0,2.8,9.9,1.5,5.7,0.0,202.75,300.25,16.81,0.51,2.06
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,b001e085-3aa8-55be-a560-112941f505b9,Luka Vušković,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,630.8,26.8,141.22,6.2,6.0,25.65,-5.181,1.062,287.21,294.19,33.59,5.49,10.32,2,1,3,3,1,1.6,1.2,4.8,6.0,2.4,2,5,7,2,9,1.4,5.5,10.5,3.8,20.7,318.95,226.22,49.4,0.24,35.99
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,c6244b04-da0b-5427-bd9c-c1a850306312,Miro Max Maria Muheim,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,642.24,27.29,141.22,6.2,6.0,25.69,-5.181,0.51,292.42,299.52,34.2,5.59,10.51,3,5,1,2,2,2.4,6.0,1.6,4.0,4.8,3,2,3,1,3,2.1,2.2,4.5,1.9,6.9,237.27,312.12,63.7,6.24,22.92
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,550d2238-be79-5f47-b2dc-bf596b4b6d63,Nicolai Remberg,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,612.76,26.04,141.22,6.2,6.0,25.58,-5.181,0.552,279.0,285.77,32.63,5.33,10.03,1,3,1,1,4,0.8,3.6,1.6,2.0,9.6,0,3,3,6,1,0.0,3.3,4.5,11.4,2.3,329.93,255.41,22.57,2.49,2.37
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,3705b196-2273-5d3d-9240-63e92afcd147,Nicolas Capaldo Taboas,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,678.51,28.83,141.22,6.2,6.0,25.84,-5.181,0.425,308.93,316.44,36.13,5.9,11.1,2,2,2,2,2,1.6,2.4,3.2,4.0,4.8,2,2,2,2,2,1.4,2.2,3.0,3.8,4.6,302.02,325.68,43.95,0.12,6.74
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,58e010e0-f164-5c45-baa2-842470e2a8fd,Otto Emerson Stange,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,557.64,23.69,141.22,6.2,6.0,25.36,-5.181,0.382,253.9,260.07,29.7,4.85,9.12,6,0,5,3,2,4.8,0.0,8.0,6.0,4.8,2,0,2,3,2,1.4,0.0,3.0,5.7,4.6,264.19,226.1,53.2,0.54,13.62
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,9ae35147-6b37-56c5-8ac7-633dff8f632b,Ransford-Yeboah Königsdörffer,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,632.71,26.88,141.22,6.2,6.0,25.66,-5.181,0.637,288.08,295.08,33.7,5.5,10.35,0,4,1,0,2,0.0,4.8,1.6,0.0,4.8,2,3,5,4,1,1.4,3.3,7.5,7.6,2.3,336.49,282.14,13.6,0.02,0.46
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,3afd7679-96bb-56e6-ad29-4894bd41afc7,Rayan Philippe,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,573.62,24.37,141.22,6.2,6.0,25.42,-5.181,0.637,261.18,267.52,30.55,4.99,9.39,1,5,1,1,0,0.8,6.0,1.6,2.0,0.0,1,5,3,5,1,0.7,5.5,4.5,9.5,2.3,221.88,327.07,16.18,0.05,8.44
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,65db2ac6-5cec-50e2-8f5b-9bccf3f4ad67,Robert-Nesta Glatzel,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,626.06,26.6,141.22,6.2,6.0,25.63,-5.181,0.637,285.05,291.98,33.34,5.44,10.24,2,1,2,1,2,1.6,1.2,3.2,2.0,4.8,1,4,8,1,1,0.7,4.4,12.0,1.9,2.3,197.25,397.03,28.13,0.0,3.65
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,0316899c-ba4c-5ffd-946c-e3d6eab98ffd,Warmed Omari,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,544.49,23.13,141.22,6.2,6.0,25.3,-5.181,0.34,247.92,253.93,29.0,4.74,8.91,1,3,1,1,2,0.8,3.6,1.6,2.0,4.8,3,2,1,1,1,2.1,2.2,1.5,1.9,2.3,311.12,209.14,21.37,0.02,2.85
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,70684987-8d8f-58e5-bb8a-60fc515f8e2e,William Mikelbrencis,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,611.57,25.98,141.22,6.2,6.0,25.57,-5.181,0.68,278.46,285.22,32.57,5.32,10.01,1,4,4,1,2,0.8,4.8,6.4,2.0,4.8,4,1,6,3,2,2.8,1.1,9.0,5.7,4.6,326.22,233.15,7.19,44.98,0.04
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,0b6885b4-5bdd-576c-8948-ae3e68c04f79,Yussuf Yurary Poulsen,Regeneration MD+1,e24d311d-d005-53b4-af79-192e32774c48,Aktivierung 13,activation,1757849787.85,1757851200.0,1412.15,1412.15,586.81,24.93,141.22,6.2,6.0,25.47,-5.181,0.552,267.19,273.67,31.25,5.1,9.6,2,1,3,5,0,1.6,1.2,4.8,10.0,0.0,3,2,4,2,2,2.1,2.2,6.0,3.8,4.6,309.08,232.89,38.41,6.03,0.41
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,95ae1904-86c3-52a5-8f2e-d53bbd32162a,Aboubaka Soumahoro,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,612.57,26.03,141.22,7.09,6.0,29.8,-5.587,1.02,217.28,273.6,42.29,29.23,50.17,2,2,5,7,2,1.6,2.4,8.0,14.0,4.8,10,0,6,4,4,7.0,0.0,9.0,7.6,9.2,298.07,210.36,46.31,8.04,49.8
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,fc2486f8-7e33-5f3e-abd8-e4c94c90d416,Albert-Mboyo Sambi Lokonga,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,714.82,30.37,141.22,7.09,6.0,30.23,-5.587,1.02,253.55,319.26,49.35,34.11,58.54,1,5,4,2,1,0.8,6.0,6.4,4.0,2.4,6,4,4,7,3,4.2,4.4,6.0,13.3,6.9,354.04,242.53,32.91,39.68,45.66
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,55b9d027-e3db-51ee-8cd4-17064f8ba15f,Alexander Rössing-Lelesiit,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,648.64,27.56,141.22,7.09,6.0,29.95,-5.587,0.892,230.08,289.71,44.78,30.95,53.12,1,7,10,1,1,0.8,8.4,16.0,2.0,2.4,2,8,6,3,2,1.4,8.8,9.0,5.7,4.6,270.62,254.02,55.99,39.09,28.92
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,8e6dd9d6-6a86-5dc0-b865-7b4fcc1a163b,Bakery Jatta,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,637.44,27.08,141.22,7.09,6.0,29.91,-5.587,0.977,226.1,284.71,44.01,30.42,52.2,0,9,4,5,0,0.0,10.8,6.4,10.0,0.0,7,8,2,4,2,4.9,8.8,3.0,7.6,4.6,194.65,306.64,64.08,38.62,33.46
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,1b93371d-65bb-538f-95b6-5487d58fa88b,Daniel Elfadli,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,709.15,30.13,141.22,7.09,6.0,30.21,-5.587,0.807,251.54,316.73,48.96,33.84,58.08,9,4,7,1,5,7.2,4.8,11.2,2.0,12.0,5,5,4,3,2,3.5,5.5,6.0,5.7,4.6,192.27,393.54,43.98,20.39,58.96
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,ac324a11-03a0-545a-b72d-dd1fafda2231,Daniel Heuer Fernandes,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,714.81,30.37,141.22,7.09,6.0,30.23,-5.587,0.977,253.55,319.26,49.35,34.11,58.54,3,7,2,8,5,2.4,8.4,3.2,16.0,12.0,6,6,3,5,3,4.2,6.6,4.5,9.5,6.9,280.64,277.75,29.89,23.43,103.09
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,cf2dfcfd-a650-5e79-a319-d89d6914d89a,Emir Sahiti,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,604.39,25.68,141.22,7.09,6.0,29.77,-5.587,1.02,214.38,269.95,41.73,28.84,49.5,10,7,2,8,1,8.0,8.4,3.2,16.0,2.4,4,6,8,3,3,2.8,6.6,12.0,5.7,6.9,236.13,233.19,27.44,61.24,46.39
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,8f6ccf12-fd6b-5c26-8ff2-04965141ea7e,Fabio Amado Uri Baldé,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,680.34,28.91,141.22,7.09,6.0,30.09,-5.587,1.062,241.32,303.87,46.97,32.47,55.72,4,2,4,7,1,3.2,2.4,6.4,14.0,2.4,7,4,9,0,5,4.9,4.4,13.5,0.0,11.5,236.96,294.48,48.06,36.91,63.92
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,2f3ec6e8-8ce7-5595-929b-163b72394d2f,Fábio Daniel Ferreira Vieira,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,733.18,31.15,141.22,7.09,6.0,30.31,-5.587,0.85,260.06,327.47,50.62,34.99,60.04,7,4,8,9,1,5.6,4.8,12.8,18.0,2.4,3,4,8,3,2,2.1,4.4,12.0,5.7,4.6,179.85,376.38,59.5,35.1,82.33
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,a294c09f-5493-5391-8768-b73f08ffa947,Giorgi Gocholeishvili,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,787.01,33.44,141.22,7.09,6.0,30.54,-5.587,0.807,279.16,351.51,54.34,37.56,64.45,6,3,2,2,2,4.8,3.6,3.2,4.0,4.8,4,1,6,3,5,2.8,1.1,9.0,5.7,11.5,203.14,431.83,88.62,27.71,35.71
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,a267d7f4-5c76-5812-96f3-e725ae58cba0,Guilherme Magro Pires Ramos,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,667.21,28.35,141.22,7.09,6.0,30.03,-5.587,0.892,236.66,298.0,46.07,31.84,54.64,2,5,2,6,2,1.6,6.0,3.2,12.0,4.8,3,4,8,2,4,2.1,4.4,12.0,3.8,9.2,225.34,359.65,35.87,3.18,43.17
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,90e85a2d-6464-57dd-82b7-99b4704ffad6,Immanuël-Johannes Pherai,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,601.85,25.57,141.22,7.09,6.0,29.76,-5.587,0.85,213.48,268.81,41.55,28.72,49.29,1,0,5,5,7,0.8,0.0,8.0,10.0,16.8,2,3,4,9,2,1.4,3.3,6.0,17.1,4.6,214.71,291.91,43.16,7.4,44.67
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,d2862e37-fae2-564f-b8d2-d69488fde844,Jean-Luc Mamadou Diarra Dompé,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,670.6,28.49,141.22,7.09,6.0,30.05,-5.587,1.062,237.87,299.52,46.3,32.0,54.92,6,9,7,3,2,4.8,10.8,11.2,6.0,4.8,8,5,7,2,3,5.6,5.5,10.5,3.8,6.9,269.25,275.96,97.91,9.61,17.87
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,23779647-72ef-5733-871d-521f3174b515,Jonas Meffert,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,649.3,27.59,141.22,7.09,6.0,29.96,-5.587,0.977,230.31,290.0,44.83,30.98,53.17,2,1,19,2,3,1.6,1.2,30.4,4.0,7.2,5,4,6,4,4,3.5,4.4,9.0,7.6,9.2,229.93,282.85,36.71,32.41,67.4
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,1e9105f0-9d60-56d6-adc1-48e03b1e3905,Jordan Torunarigha,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,692.54,29.43,141.22,7.09,6.0,30.14,-5.587,1.105,245.65,309.32,47.82,33.05,56.72,6,4,2,5,3,4.8,4.8,3.2,10.0,7.2,5,12,5,1,3,3.5,13.2,7.5,1.9,6.9,282.0,274.09,58.59,23.41,54.46
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,b001e085-3aa8-55be-a560-112941f505b9,Luka Vušković,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,748.91,31.82,141.22,7.09,6.0,30.38,-5.587,1.19,265.64,334.49,51.71,35.74,61.33,9,2,3,6,3,7.2,2.4,4.8,12.0,7.2,3,5,8,5,7,2.1,5.5,12.0,9.5,16.1,229.9,333.94,53.78,63.11,68.18
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,c6244b04-da0b-5427-bd9c-c1a850306312,Miro Max Maria Muheim,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,669.0,28.42,141.22,7.09,6.0,30.04,-5.587,0.892,237.3,298.8,46.19,31.92,54.79,6,6,8,1,0,4.8,7.2,12.8,2.0,0.0,1,8,6,5,1,0.7,8.8,9.0,9.5,2.3,284.92,257.59,36.16,29.47,60.86
49ae76e4-224a-5032-b361-dd867c117d3d,14/09/2025,2025-09-14,MD+1,Hamburger SV,550d2238-be79-5f47-b2dc-bf596b4b6d63,Nicolai Remberg,Regeneration MD+1,b882f156-5a79-5b66-8eec-151170e35159,Regeneration,regeneration,1757851200.0,1757852612.15,1412.15,1412.15,620.4,26.36,141.22,7.09,6.0,29.83,-5.587,0.722,220.06,277.09,42.83,29.6,50.81,6,2,5,7,2,4.8,2.4,8.0,14.0,4.8,2,4,3,5,3,1.4,4.4,4.5,9.5,6.9,122.19,372.31,32.19,38.08,55.62
